opportunity_type,hold_percentage,sport,market_type,prop_description,market_point,game,commence_time,team1_name,team1_book,team1_odds,team1_point,team1_stake,team1_link,team2_name,team2_book,team2_odds,team2_point,team2_stake,team2_link,profit_percentage,timestamp,display_market
Low Hold,2.83,NFL,alternate_totals,,50.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,180,50.5,34.73,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,DraftKings,-204,50.5,65.27,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.17,NFL,alternate_totals,,51.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,215,51.5,31.07,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,DraftKings,-238,51.5,68.93,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.4,NFL,alternate_totals,,52.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,240,52.5,28.72,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,DraftKings,-270,52.5,71.28,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.97,NFL,alternate_totals,,53.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,260,53.5,26.98,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,BetMGM,-303,53.5,73.02,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.52,NFL,alternate_totals,,54.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,300,54.5,24.39,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,BetMGM,-345,54.5,75.61,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.73,NFL,alternate_totals,,55.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,340,55.5,22.12,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,BetMGM,-400,55.5,77.88,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.9,NFL,alternate_totals,,57.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,430,57.5,18.34,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,DraftKings,-526,57.5,81.66,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.87,NFL,alternate_totals,,58.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,500,58.5,16.2,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,DraftKings,-625,58.5,83.8,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.78,NFL,alternate_totals,,74.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over,FanDuel,3500,74.5,2.7,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under,FanDuel,-10000,74.5,97.3,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.94,NFL,player_prop,Cooper Rush - Passing TDs,0.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (0.5),FanDuel,-196,0.5,64.97,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under (0.5),BetMGM,180,0.5,35.03,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,Cooper Rush - Passing TDs
Low Hold,2.62,NFL,player_prop,KaVontae Turpin - Receptions,1.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (1.5),BetRivers,138,1.5,40.94,https://{state}.betrivers.com/?page=sportsbook#event/1020832226,Under (1.5),DraftKings,-154,1.5,59.06,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,KaVontae Turpin - Receptions
Low Hold,2.62,NFL,player_prop,KaVontae Turpin - Receptions,1.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (1.5),BetRivers,138,1.5,40.94,https://{state}.betrivers.com/?page=sportsbook#event/1020832226,Under (1.5),BetMGM,-154,1.5,59.06,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,KaVontae Turpin - Receptions
Low Hold,2.72,NFL,player_prop,Rico Dowdle - Receptions,2.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (2.5),Caesars,108,2.5,46.8,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/489704f9-0d10-484b-b717-e46952d5aa19/dallas-cowboys-at-washington-commanders,Under (2.5),BetMGM,-120,2.5,53.2,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,Rico Dowdle - Receptions
Low Hold,2.52,NFL,player_prop,Rico Dowdle - Receptions,2.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (2.5),FanDuel,122,2.5,43.94,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under (2.5),DraftKings,-135,2.5,56.06,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,Rico Dowdle - Receptions
Arbitrage,-0.31,NFL,player_prop,Rico Dowdle - Receptions,2.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (2.5),FanDuel,122,2.5,45.19,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under (2.5),BetMGM,-120,2.5,54.81,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.31,2024-11-24 01:35,Rico Dowdle - Receptions
Low Hold,1.37,NFL,player_prop,Rico Dowdle - Receptions,2.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (2.5),BetRivers,114,2.5,46.1,https://{state}.betrivers.com/?page=sportsbook#event/1020832226,Under (2.5),BetMGM,-120,2.5,53.9,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,Rico Dowdle - Receptions
Low Hold,1.55,NFL,player_prop,Zach Ertz - Receptions,3.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (3.5),FanDuel,108,3.5,47.34,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under (3.5),DraftKings,-115,3.5,52.66,https://sportsbook.draftkings.com/event/dal-cowboys-%40-was-commanders/30568732,0.0,2024-11-24 01:35,Zach Ertz - Receptions
Low Hold,2.72,NFL,player_prop,Zach Ertz - Receptions,3.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (3.5),FanDuel,108,3.5,46.8,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under (3.5),Caesars,-120,3.5,53.2,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/489704f9-0d10-484b-b717-e46952d5aa19/dallas-cowboys-at-washington-commanders,0.0,2024-11-24 01:35,Zach Ertz - Receptions
Low Hold,2.72,NFL,player_prop,Zach Ertz - Receptions,3.5,Washington Commanders vs Dallas Cowboys,2024-11-24 18:00,Over (3.5),FanDuel,108,3.5,46.8,https://sportsbook.fanduel.com/american-football/nfl/dallas-cowboys-%40-washington-commanders-33776914,Under (3.5),BetMGM,-120,3.5,53.2,https://sports.{state}.betmgm.com/en/sports/events/dallas-cowboys-at-washington-commanders-16627202,0.0,2024-11-24 01:35,Zach Ertz - Receptions
Low Hold,2.55,NFL,h2h,,,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Detroit Lions,FanDuel,-370,,76.78,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Indianapolis Colts,DraftKings,320,,23.22,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,0.0,2024-11-24 01:35,h2h
Low Hold,2.78,NFL,alternate_spreads,,18.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Detroit Lions,FanDuel,-10000,18.5,97.3,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Indianapolis Colts,FanDuel,3500,-18.5,2.7,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.4,NFL,alternate_spreads,,-3.0,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Detroit Lions,Caesars,-270,-3.0,71.28,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/b967a821-d57c-4b91-8f15-3b2d82dc3360/detroit-lions-at-indianapolis-colts,Indianapolis Colts,DraftKings,240,3.0,28.72,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.93,NFL,alternate_spreads,,-2.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Detroit Lions,Caesars,-286,-2.5,72.67,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/b967a821-d57c-4b91-8f15-3b2d82dc3360/detroit-lions-at-indianapolis-colts,Indianapolis Colts,DraftKings,259,2.5,27.33,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.91,NFL,alternate_totals,,40.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,BetMGM,-345,40.5,76.07,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,Under,BetRivers,310,40.5,23.93,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.84,NFL,alternate_totals,,41.0,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,BetMGM,-345,41.0,75.38,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,Under,BetRivers,295,41.0,24.62,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.97,NFL,alternate_totals,,41.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,BetMGM,-303,41.5,73.02,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,Under,FanDuel,260,41.5,26.98,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.53,NFL,alternate_totals,,55.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,186,55.5,34.1,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,BetMGM,-208,55.5,65.9,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.78,NFL,alternate_totals,,56.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,200,56.5,32.43,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,BetMGM,-227,56.5,67.57,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.73,NFL,alternate_totals,,57.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,230,57.5,29.79,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,BetMGM,-250,57.5,70.21,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.97,NFL,alternate_totals,,58.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,260,58.5,26.98,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,BetMGM,-303,58.5,73.02,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.52,NFL,alternate_totals,,59.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,300,59.5,24.39,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,BetMGM,-345,59.5,75.61,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.84,NFL,alternate_totals,,60.0,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,BetRivers,295,60.0,24.62,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,Under,BetMGM,-345,60.0,75.38,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,alternate_totals
Low Hold,0.78,NFL,alternate_totals,,60.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,330,60.5,23.08,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,BetMGM,-345,60.5,76.92,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.78,NFL,alternate_totals,,23.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,-10000,23.5,97.3,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,FanDuel,3500,23.5,2.7,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.78,NFL,alternate_totals,,79.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,3500,79.5,2.7,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,FanDuel,-10000,79.5,97.3,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.78,NFL,alternate_totals,,80.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over,FanDuel,3500,80.5,2.7,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under,FanDuel,-10000,80.5,97.3,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.97,NFL,player_prop,Jared Goff - Completions,23.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (23.5),DraftKings,105,23.5,47.84,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,Under (23.5),BetRivers,-114,23.5,52.16,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,Jared Goff - Completions
Low Hold,1.97,NFL,player_prop,Jared Goff - Completions,23.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (23.5),BetMGM,105,23.5,47.84,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,Under (23.5),BetRivers,-114,23.5,52.16,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,Jared Goff - Completions
Low Hold,2.38,NFL,player_prop,Alec Pierce - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),DraftKings,-200,1.5,65.12,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,Under (1.5),BetRivers,180,1.5,34.88,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,Alec Pierce - Receptions
Low Hold,2.38,NFL,player_prop,Alec Pierce - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),BetMGM,-200,1.5,65.12,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,Under (1.5),BetRivers,180,1.5,34.88,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,Alec Pierce - Receptions
Low Hold,0.15,NFL,player_prop,David Montgomery - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),FanDuel,-141,1.5,58.39,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (1.5),DraftKings,140,1.5,41.61,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,0.0,2024-11-24 01:35,David Montgomery - Receptions
Low Hold,1.4,NFL,player_prop,David Montgomery - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),FanDuel,-141,1.5,57.67,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (1.5),Caesars,133,1.5,42.33,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/b967a821-d57c-4b91-8f15-3b2d82dc3360/detroit-lions-at-indianapolis-colts,0.0,2024-11-24 01:35,David Montgomery - Receptions
Low Hold,1.96,NFL,player_prop,David Montgomery - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),FanDuel,-141,1.5,57.36,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (1.5),BetRivers,130,1.5,42.64,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,David Montgomery - Receptions
Low Hold,0.15,NFL,player_prop,David Montgomery - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),FanDuel,-141,1.5,58.39,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (1.5),BetMGM,140,1.5,41.61,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,David Montgomery - Receptions
Low Hold,0.62,NFL,player_prop,Jameson Williams - Receptions,2.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (2.5),BetRivers,-133,2.5,56.79,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,Under (2.5),DraftKings,130,2.5,43.21,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,0.0,2024-11-24 01:35,Jameson Williams - Receptions
Low Hold,2.6,NFL,player_prop,Jameson Williams - Receptions,2.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (2.5),BetRivers,-133,2.5,55.7,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,Under (2.5),Caesars,120,2.5,44.3,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/b967a821-d57c-4b91-8f15-3b2d82dc3360/detroit-lions-at-indianapolis-colts,0.0,2024-11-24 01:35,Jameson Williams - Receptions
Low Hold,0.62,NFL,player_prop,Jameson Williams - Receptions,2.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (2.5),BetRivers,-133,2.5,56.79,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,Under (2.5),BetMGM,130,2.5,43.21,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,Jameson Williams - Receptions
Low Hold,2.69,NFL,player_prop,Jonathan Taylor - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),FanDuel,-128,1.5,54.71,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (1.5),DraftKings,115,1.5,45.29,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,0.0,2024-11-24 01:35,Jonathan Taylor - Receptions
Low Hold,1.63,NFL,player_prop,Jonathan Taylor - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),FanDuel,-128,1.5,55.28,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (1.5),BetMGM,120,1.5,44.72,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,Jonathan Taylor - Receptions
Low Hold,2.93,NFL,player_prop,Jonathan Taylor - Receptions,1.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (1.5),BetRivers,-135,1.5,55.84,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,Under (1.5),BetMGM,120,1.5,44.16,https://sports.{state}.betmgm.com/en/sports/events/detroit-lions-at-indianapolis-colts-16627199,0.0,2024-11-24 01:35,Jonathan Taylor - Receptions
Low Hold,2.21,NFL,player_prop,Josh Downs - Receptions,4.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (4.5),FanDuel,-114,4.5,52.04,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (4.5),BetRivers,104,4.5,47.96,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,Josh Downs - Receptions
Low Hold,2.68,NFL,player_prop,Michael Pittman Jr. - Receptions,3.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (3.5),Caesars,-143,3.5,57.29,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/b967a821-d57c-4b91-8f15-3b2d82dc3360/detroit-lions-at-indianapolis-colts,Under (3.5),BetRivers,128,3.5,42.71,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,Michael Pittman Jr. - Receptions
Low Hold,0.04,NFL,player_prop,Michael Pittman Jr. - Receptions,3.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (3.5),FanDuel,-128,3.5,56.16,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (3.5),BetRivers,128,3.5,43.84,https://{state}.betrivers.com/?page=sportsbook#event/1020832252,0.0,2024-11-24 01:35,Michael Pittman Jr. - Receptions
Low Hold,2.52,NFL,player_prop,Anthony Richardson - Rush Attempts,8.5,Indianapolis Colts vs Detroit Lions,2024-11-24 18:00,Over (8.5),FanDuel,122,8.5,43.94,https://sportsbook.fanduel.com/american-football/nfl/detroit-lions-%40-indianapolis-colts-33776911,Under (8.5),DraftKings,-135,8.5,56.06,https://sportsbook.draftkings.com/event/det-lions-%40-ind-colts/30568757,0.0,2024-11-24 01:35,Anthony Richardson - Rush Attempts
Low Hold,2.56,NFL,alternate_spreads,,-4.0,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-179,-4.0,62.5,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,DraftKings,160,4.0,37.5,https://sportsbook.draftkings.com/event/ten-titans-%40-hou-texans/30568683,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.87,NFL,alternate_spreads,,3.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-625,3.5,83.8,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,FanDuel,500,-3.5,16.2,https://sportsbook.fanduel.com/american-football/nfl/tennessee-titans-%40-houston-texans-33776913,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.53,NFL,alternate_spreads,,-3.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-208,-3.5,65.9,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,FanDuel,186,3.5,34.1,https://sportsbook.fanduel.com/american-football/nfl/tennessee-titans-%40-houston-texans-33776913,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.94,NFL,alternate_spreads,,-2.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-278,-2.5,71.43,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,BetMGM,240,2.5,28.57,https://sports.{state}.betmgm.com/en/sports/events/tennessee-titans-at-houston-texans-16627204,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.97,NFL,alternate_spreads,,-1.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-303,-1.5,73.02,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,FanDuel,260,1.5,26.98,https://sportsbook.fanduel.com/american-football/nfl/tennessee-titans-%40-houston-texans-33776913,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.26,NFL,alternate_spreads,,-4.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-167,-4.5,61.72,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,FanDuel,158,4.5,38.28,https://sportsbook.fanduel.com/american-football/nfl/tennessee-titans-%40-houston-texans-33776913,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.11,NFL,alternate_spreads,,4.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-667,4.5,85.16,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,FanDuel,560,-4.5,14.84,https://sportsbook.fanduel.com/american-football/nfl/tennessee-titans-%40-houston-texans-33776913,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.17,NFL,alternate_spreads,,-5.0,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-159,-5.0,60.05,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,BetMGM,145,5.0,39.95,https://sports.{state}.betmgm.com/en/sports/events/tennessee-titans-at-houston-texans-16627204,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.26,NFL,alternate_spreads,,-5.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-152,-5.5,58.91,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,FanDuel,138,5.5,41.09,https://sportsbook.fanduel.com/american-football/nfl/tennessee-titans-%40-houston-texans-33776913,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.19,NFL,alternate_spreads,,5.5,Houston Texans vs Tennessee Titans,2024-11-24 18:00,Houston Texans,BetRivers,-769,5.5,86.6,https://{state}.betrivers.com/?page=sportsbook#event/1020832249,Tennessee Titans,FanDuel,630,-5.5,13.4,https://sportsbook.fanduel.com/american-football/nfl/tennessee-titans-%40-houston-texans-33776913,0.0,2024-11-24 01:35,alternate_spreads
